algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
atm_0,intersection,standard,bert,39.0,63.0,78.0,86.0,94.0,0.5457288527126549,1.7918508052825928,-1.0
atm_0,craftdroid,standard,bert,34.0,59.0,79.0,90.0,95.0,0.5289286450277164,1.8113648891448975,-1.0
atm_0,atm,standard,bert,42.0,68.0,82.0,90.0,92.0,0.562505141428089,1.8006880283355713,-1.0
adaptdroid_0,union,standard,bert,28.0,43.0,55.0,64.0,72.0,0.41604750158622816,1.8035118579864502,-1.0
adaptdroid_0,intersection,standard,bert,33.0,48.0,58.0,63.0,71.0,0.4521695594002313,1.7908661365509033,-1.0
adaptdroid_0,craftdroid,standard,bert,24.0,38.0,54.0,66.0,73.0,0.3937081440364911,1.80509614944458,-1.0
adaptdroid_0,atm,standard,bert,37.0,49.0,62.0,67.0,73.0,0.4772119729828277,1.8010451793670654,-1.0
craftdroid,union,android,glove,29.0,55.0,64.0,74.0,81.0,0.4654430389512488,2.050262928009033,-1.0
craftdroid,intersection,android,glove,28.0,59.0,66.0,79.0,84.0,0.47307303762489605,2.033849000930786,-1.0
craftdroid,craftdroid,android,glove,29.0,53.0,66.0,74.0,81.0,0.4659757128358496,2.038126230239868,-1.0
craftdroid,atm,android,glove,30.0,62.0,68.0,79.0,84.0,0.4855856686720099,2.031667947769165,-1.0
custom,union,android,glove,41.0,67.0,81.0,94.0,97.0,0.5623586542767578,1.7954139709472656,-1.0
custom,intersection,android,glove,35.0,62.0,77.0,85.0,92.0,0.5258403829096951,1.7976679801940918,-1.0
custom,craftdroid,android,glove,44.0,70.0,81.0,88.0,95.0,0.5816906702999504,1.8126871585845947,-1.0
custom,atm,android,glove,36.0,69.0,83.0,91.0,96.0,0.5459152460115949,1.7959232330322266,-1.0
atm_0,union,android,glove,33.0,59.0,77.0,89.0,92.0,0.522814075481768,1.853039264678955,-1.0
atm_0,intersection,android,glove,38.0,63.0,77.0,90.0,95.0,0.5514216023710979,1.883774995803833,-1.0
atm_0,craftdroid,android,glove,26.0,58.0,76.0,90.0,95.0,0.4964296648732195,1.8408300876617432,-1.0
atm_0,atm,android,glove,45.0,69.0,79.0,95.0,100.0,0.5922550530943027,2.0415031909942627,-1.0
adaptdroid_0,union,android,glove,30.0,47.0,59.0,69.0,77.0,0.4493672858340525,1.9809389114379883,-1.0
adaptdroid_0,intersection,android,glove,29.0,47.0,62.0,73.0,77.0,0.44799716806198897,2.070937156677246,-1.0
adaptdroid_0,craftdroid,android,glove,31.0,48.0,61.0,69.0,81.0,0.45847353833478544,1.8892719745635986,-1.0
adaptdroid_0,atm,android,glove,30.0,47.0,63.0,78.0,79.0,0.4564436544139878,1.9880452156066895,-1.0
craftdroid,union,blogs,glove,33.0,55.0,68.0,75.0,83.0,0.48430621550859354,2.049347162246704,-1.0
craftdroid,intersection,blogs,glove,32.0,57.0,69.0,81.0,87.0,0.49401730517535425,2.0329389572143555,-1.0
craftdroid,craftdroid,blogs,glove,32.0,54.0,69.0,75.0,84.0,0.48245731502886136,2.31783390045166,-1.0
craftdroid,atm,blogs,glove,35.0,59.0,70.0,80.0,86.0,0.5053137673338854,2.4778339862823486,-1.0
custom,union,blogs,glove,37.0,64.0,80.0,91.0,99.0,0.5404609279609279,1.9392199516296387,-1.0
custom,intersection,blogs,glove,36.0,60.0,76.0,87.0,90.0,0.5260148517725112,1.9017510414123535,-1.0
custom,craftdroid,blogs,glove,43.0,65.0,80.0,88.0,94.0,0.5678670706687947,1.846074104309082,-1.0
custom,atm,blogs,glove,35.0,60.0,81.0,88.0,94.0,0.5237003400262714,2.2780799865722656,-1.0
atm_0,union,blogs,glove,28.0,57.0,72.0,85.0,89.0,0.4906827579611953,1.9045741558074951,-1.0
atm_0,intersection,blogs,glove,41.0,67.0,82.0,89.0,94.0,0.5719886301826353,1.8333439826965332,-1.0
atm_0,craftdroid,blogs,glove,24.0,53.0,70.0,82.0,90.0,0.4661725102733087,1.8672659397125244,-1.0
atm_0,atm,blogs,glove,44.0,73.0,86.0,93.0,98.0,0.5951533735175777,1.805628776550293,-1.0
adaptdroid_0,union,blogs,glove,24.0,38.0,55.0,65.0,76.0,0.4055384138698568,1.8212711811065674,-1.0
adaptdroid_0,intersection,blogs,glove,23.0,46.0,61.0,63.0,71.0,0.4140061104270424,1.8023490905761719,-1.0
adaptdroid_0,craftdroid,blogs,glove,27.0,40.0,55.0,65.0,77.0,0.42044681195256356,1.8952131271362305,-1.0
adaptdroid_0,atm,blogs,glove,25.0,44.0,62.0,66.0,73.0,0.42451712302633343,2.3070671558380127,-1.0
craftdroid,union,standard,glove,29.0,55.0,66.0,76.0,81.0,0.46978019093257434,2.044534921646118,-1.0
craftdroid,intersection,standard,glove,27.0,57.0,64.0,77.0,84.0,0.46954485185056205,2.013247013092041,-1.0
craftdroid,craftdroid,standard,glove,28.0,54.0,65.0,76.0,81.0,0.4652104790352763,2.0301859378814697,-1.0
craftdroid,atm,standard,glove,30.0,59.0,65.0,77.0,84.0,0.48335058634595174,2.0259830951690674,-1.0
custom,union,standard,glove,43.0,67.0,82.0,90.0,94.0,0.5723070033414861,1.8652091026306152,-1.0
custom,intersection,standard,glove,35.0,62.0,77.0,90.0,95.0,0.5340823389615793,1.7831320762634277,-1.0
custom,craftdroid,standard,glove,40.0,63.0,82.0,88.0,93.0,0.5567566040563,1.8109567165374756,-1.0
custom,atm,standard,glove,37.0,65.0,82.0,91.0,99.0,0.5491993550410066,1.7909519672393799,-1.0
atm_0,union,standard,glove,30.0,59.0,76.0,84.0,88.0,0.5014685458219942,1.7953517436981201,-1.0
atm_0,intersection,standard,glove,35.0,63.0,77.0,91.0,94.0,0.5441494873720558,1.775170087814331,-1.0
atm_0,craftdroid,standard,glove,25.0,58.0,74.0,82.0,87.0,0.4787142040590317,1.7834079265594482,-1.0
atm_0,atm,standard,glove,42.0,69.0,81.0,93.0,95.0,0.5825998608019267,1.7653748989105225,-1.0
adaptdroid_0,union,standard,glove,30.0,46.0,64.0,73.0,77.0,0.45284890662249233,1.8028488159179688,-1.0
adaptdroid_0,intersection,standard,glove,27.0,50.0,63.0,69.0,80.0,0.4460624129261526,1.7888178825378418,-1.0
adaptdroid_0,craftdroid,standard,glove,34.0,45.0,63.0,72.0,77.0,0.46501388068308114,1.7990078926086426,-1.0
adaptdroid_0,atm,standard,glove,29.0,52.0,67.0,70.0,83.0,0.4652181596464688,1.7741591930389404,-1.0
craftdroid,union,googleplay,glove,27.0,51.0,62.0,73.0,80.0,0.4488508019758021,2.018038034439087,-1.0
craftdroid,intersection,googleplay,glove,25.0,56.0,65.0,81.0,84.0,0.46069017166135157,2.015768051147461,-1.0
craftdroid,craftdroid,googleplay,glove,26.0,51.0,62.0,73.0,81.0,0.44750296399003314,2.020261764526367,-1.0
craftdroid,atm,googleplay,glove,29.0,58.0,66.0,81.0,84.0,0.4757558531063435,2.0151119232177734,-1.0
custom,union,googleplay,glove,46.0,70.0,80.0,93.0,99.0,0.5898567907188598,1.787909984588623,-1.0
custom,intersection,googleplay,glove,31.0,60.0,73.0,82.0,87.0,0.5025215337497224,1.7700450420379639,-1.0
custom,craftdroid,googleplay,glove,43.0,65.0,79.0,90.0,94.0,0.5719568865043004,1.8564999103546143,-1.0
custom,atm,googleplay,glove,35.0,64.0,79.0,89.0,94.0,0.5314621612643811,2.058763027191162,-1.0
atm_0,union,googleplay,glove,29.0,65.0,75.0,81.0,88.0,0.5122286430355257,1.8293650150299072,-1.0
atm_0,intersection,googleplay,glove,29.0,58.0,73.0,85.0,93.0,0.4997395307877105,1.7884197235107422,-1.0
atm_0,craftdroid,googleplay,glove,26.0,62.0,73.0,81.0,89.0,0.4938867864423673,1.8076798915863037,-1.0
atm_0,atm,googleplay,glove,37.0,64.0,81.0,89.0,98.0,0.5480108719673147,1.8048887252807617,-1.0
adaptdroid_0,union,googleplay,glove,24.0,38.0,55.0,61.0,72.0,0.3997060741546037,1.8566501140594482,-1.0
adaptdroid_0,intersection,googleplay,glove,24.0,45.0,56.0,67.0,73.0,0.4146802167576278,2.143825054168701,-1.0
adaptdroid_0,craftdroid,googleplay,glove,27.0,40.0,54.0,59.0,69.0,0.41540340645944107,2.0427520275115967,-1.0
adaptdroid_0,atm,googleplay,glove,23.0,44.0,55.0,63.0,75.0,0.4099234967789709,1.9279890060424805,-1.0
craftdroid,union,android,fast,25.0,54.0,70.0,82.0,93.0,0.4706846469397181,2.4232990741729736,-1.0
craftdroid,intersection,android,fast,34.0,60.0,74.0,82.0,91.0,0.5188973783961269,2.138044834136963,-1.0
craftdroid,craftdroid,android,fast,26.0,52.0,72.0,82.0,94.0,0.47581258892110845,2.773029088973999,-1.0
craftdroid,atm,android,fast,35.0,61.0,75.0,82.0,92.0,0.5220508341357896,2.5507991313934326,-1.0
custom,union,android,fast,40.0,75.0,83.0,96.0,103.0,0.5783725493854807,2.402837038040161,-1.0
custom,intersection,android,fast,42.0,69.0,86.0,93.0,98.0,0.5860774186658942,2.024399995803833,-1.0
custom,craftdroid,android,fast,41.0,67.0,79.0,92.0,98.0,0.5643369353725526,2.0763840675354004,-1.0
custom,atm,android,fast,41.0,71.0,94.0,99.0,103.0,0.5915190967028536,1.807525873184204,-1.0
atm_0,union,android,fast,28.0,63.0,75.0,87.0,94.0,0.5051771579408496,1.9505231380462646,-1.0
atm_0,intersection,android,fast,33.0,58.0,72.0,86.0,91.0,0.5116388646785729,1.8818120956420898,-1.0
atm_0,craftdroid,android,fast,23.0,58.0,70.0,83.0,90.0,0.4723559242575471,1.902414083480835,-1.0
atm_0,atm,android,fast,34.0,61.0,73.0,92.0,94.0,0.5246670220805771,1.791858196258545,-1.0
adaptdroid_0,union,android,fast,31.0,49.0,57.0,72.0,83.0,0.45892486817676315,1.801936149597168,-1.0
adaptdroid_0,intersection,android,fast,36.0,56.0,71.0,74.0,75.0,0.5034781687219239,1.7905528545379639,-1.0
adaptdroid_0,craftdroid,android,fast,33.0,48.0,59.0,72.0,79.0,0.46537082845499367,1.7967839241027832,-1.0
adaptdroid_0,atm,android,fast,35.0,57.0,69.0,73.0,77.0,0.49898711251777356,1.8007121086120605,-1.0
craftdroid,union,blogs,fast,27.0,54.0,65.0,75.0,80.0,0.45825553667712327,2.074273109436035,-1.0
craftdroid,intersection,blogs,fast,26.0,51.0,64.0,76.0,82.0,0.4504977258084955,2.0190858840942383,-1.0
craftdroid,craftdroid,blogs,fast,27.0,54.0,67.0,75.0,80.0,0.4620269877863025,2.030834197998047,-1.0
craftdroid,atm,blogs,fast,28.0,53.0,66.0,77.0,83.0,0.4596856643067788,2.0328328609466553,-1.0
custom,union,blogs,fast,45.0,69.0,81.0,94.0,102.0,0.5845179006816938,1.8209447860717773,-1.0
custom,intersection,blogs,fast,33.0,61.0,74.0,81.0,85.0,0.5119833941230865,1.7943017482757568,-1.0
custom,craftdroid,blogs,fast,42.0,65.0,80.0,90.0,100.0,0.5681218597393733,1.811173915863037,-1.0
custom,atm,blogs,fast,33.0,66.0,79.0,86.0,92.0,0.5212153635047837,1.7916419506072998,-1.0
atm_0,union,blogs,fast,29.0,61.0,76.0,82.0,90.0,0.5062408833282588,1.8019740581512451,-1.0
atm_0,intersection,blogs,fast,34.0,61.0,75.0,89.0,93.0,0.5241399452876648,1.776745080947876,-1.0
atm_0,craftdroid,blogs,fast,24.0,58.0,72.0,81.0,90.0,0.477128145218916,1.7988271713256836,-1.0
atm_0,atm,blogs,fast,42.0,70.0,81.0,93.0,96.0,0.5766434770109906,1.7986888885498047,-1.0
adaptdroid_0,union,blogs,fast,29.0,48.0,61.0,70.0,81.0,0.4526269025047639,1.8088960647583008,-1.0
adaptdroid_0,intersection,blogs,fast,34.0,51.0,58.0,73.0,80.0,0.4810457361662549,1.7853970527648926,-1.0
adaptdroid_0,craftdroid,blogs,fast,30.0,50.0,63.0,74.0,81.0,0.4629785163041035,1.7940480709075928,-1.0
adaptdroid_0,atm,blogs,fast,38.0,53.0,61.0,72.0,79.0,0.4986681031827716,1.7971479892730713,-1.0
craftdroid,union,standard,fast,28.0,51.0,66.0,76.0,83.0,0.46049249380673823,2.0449910163879395,-1.0
craftdroid,intersection,standard,fast,28.0,54.0,66.0,82.0,85.0,0.4734644869947271,2.032529354095459,-1.0
craftdroid,craftdroid,standard,fast,28.0,51.0,69.0,77.0,84.0,0.466698021995025,2.0349481105804443,-1.0
craftdroid,atm,standard,fast,30.0,56.0,67.0,82.0,85.0,0.4799094787845465,2.0705502033233643,-1.0
custom,union,standard,fast,45.0,76.0,84.0,94.0,100.0,0.5976801933698487,1.8200368881225586,-1.0
custom,intersection,standard,fast,39.0,65.0,82.0,87.0,92.0,0.5572997879182622,1.81099534034729,-1.0
custom,craftdroid,standard,fast,44.0,68.0,85.0,92.0,97.0,0.585759099476138,1.8072400093078613,-1.0
custom,atm,standard,fast,44.0,66.0,85.0,92.0,96.0,0.5803622022623941,1.775542974472046,-1.0
atm_0,union,standard,fast,30.0,57.0,72.0,84.0,92.0,0.505236698156784,1.8092281818389893,-1.0
atm_0,intersection,standard,fast,40.0,66.0,79.0,88.0,92.0,0.5663612510258443,1.7864971160888672,-1.0
atm_0,craftdroid,standard,fast,26.0,56.0,72.0,84.0,94.0,0.4879053549520289,1.7833199501037598,-1.0
atm_0,atm,standard,fast,42.0,73.0,82.0,92.0,94.0,0.5821021209571324,1.7866528034210205,-1.0
adaptdroid_0,union,standard,fast,35.0,51.0,62.0,70.0,79.0,0.48029165761371606,1.8143489360809326,-1.0
adaptdroid_0,intersection,standard,fast,34.0,56.0,65.0,74.0,79.0,0.4957988594865952,1.7846119403839111,-1.0
adaptdroid_0,craftdroid,standard,fast,35.0,49.0,62.0,70.0,77.0,0.47881771586740857,1.8032927513122559,-1.0
adaptdroid_0,atm,standard,fast,36.0,57.0,66.0,76.0,81.0,0.505408382333048,1.790358066558838,-1.0
craftdroid,union,googleplay,fast,27.0,48.0,62.0,77.0,82.0,0.4533602632740566,2.042541027069092,-1.0
craftdroid,intersection,googleplay,fast,33.0,58.0,71.0,82.0,87.0,0.5071004958096536,2.0420689582824707,-1.0
craftdroid,craftdroid,googleplay,fast,26.0,49.0,64.0,77.0,82.0,0.454776519431692,2.054337739944458,-1.0
craftdroid,atm,googleplay,fast,35.0,60.0,72.0,82.0,87.0,0.5149822692086684,2.016359806060791,-1.0
custom,union,googleplay,fast,48.0,74.0,87.0,99.0,102.0,0.6132412845774915,2.073573112487793,-1.0
custom,intersection,googleplay,fast,36.0,65.0,80.0,89.0,93.0,0.5447153992989475,1.820587158203125,-1.0
custom,craftdroid,googleplay,fast,46.0,68.0,86.0,93.0,98.0,0.5996064431636119,1.8268263339996338,-1.0
custom,atm,googleplay,fast,37.0,69.0,89.0,95.0,100.0,0.5613126408848035,2.055656909942627,-1.0
atm_0,union,googleplay,fast,31.0,62.0,75.0,85.0,91.0,0.5156397279007848,1.9635932445526123,-1.0
atm_0,intersection,googleplay,fast,31.0,60.0,75.0,85.0,93.0,0.5112703997155239,1.8182346820831299,-1.0
atm_0,craftdroid,googleplay,fast,27.0,59.0,72.0,84.0,90.0,0.4936344299059816,1.815587043762207,-1.0
atm_0,atm,googleplay,fast,35.0,70.0,78.0,88.0,93.0,0.5426056428484821,1.8115451335906982,-1.0
adaptdroid_0,union,googleplay,fast,30.0,55.0,66.0,72.0,83.0,0.46869153493239407,1.8286080360412598,-1.0
adaptdroid_0,intersection,googleplay,fast,32.0,49.0,64.0,69.0,72.0,0.4642129321963907,1.810154914855957,-1.0
adaptdroid_0,craftdroid,googleplay,fast,32.0,52.0,64.0,69.0,82.0,0.47407573406659315,2.208404302597046,-1.0
adaptdroid_0,atm,googleplay,fast,31.0,50.0,66.0,71.0,75.0,0.46636052521022403,1.9483020305633545,-1.0
craftdroid,union,empty,jaccard,23.0,52.0,68.0,76.0,81.0,0.45291206696681724,2.385305166244507,-1.0
craftdroid,intersection,empty,jaccard,21.0,49.0,67.0,72.0,80.0,0.44093569275750377,2.1070520877838135,-1.0
craftdroid,craftdroid,empty,jaccard,22.0,51.0,71.0,76.0,82.0,0.45433460768956074,2.5730698108673096,-1.0
craftdroid,atm,empty,jaccard,21.0,49.0,67.0,72.0,80.0,0.44093569275750377,2.114306688308716,-1.0
custom,union,empty,jaccard,37.0,75.0,81.0,97.0,100.0,0.5806702858295719,1.8456079959869385,-1.0
custom,intersection,empty,jaccard,32.0,60.0,84.0,89.0,93.0,0.5358504718609564,1.8277230262756348,-1.0
custom,craftdroid,empty,jaccard,36.0,68.0,84.0,94.0,99.0,0.5685622676931581,1.823835849761963,-1.0
custom,atm,empty,jaccard,34.0,65.0,86.0,89.0,95.0,0.5534190705952221,1.8125941753387451,-1.0
atm_0,union,empty,jaccard,25.0,59.0,80.0,97.0,99.0,0.5230370922181264,1.8209762573242188,-1.0
atm_0,intersection,empty,jaccard,30.0,61.0,84.0,90.0,93.0,0.5346736793048532,2.086679697036743,-1.0
atm_0,craftdroid,empty,jaccard,24.0,58.0,77.0,95.0,100.0,0.5182409783702885,1.9576399326324463,-1.0
atm_0,atm,empty,jaccard,31.0,64.0,82.0,89.0,94.0,0.543936933957913,1.799631118774414,-1.0
adaptdroid_0,union,empty,jaccard,27.0,41.0,55.0,70.0,76.0,0.43504321245218763,1.8027541637420654,-1.0
adaptdroid_0,intersection,empty,jaccard,26.0,37.0,45.0,54.0,66.0,0.39436056535234304,1.7874541282653809,-1.0
adaptdroid_0,craftdroid,empty,jaccard,27.0,42.0,57.0,72.0,78.0,0.4398405352542335,1.7999837398529053,-1.0
adaptdroid_0,atm,empty,jaccard,28.0,44.0,49.0,55.0,69.0,0.4183908537379538,1.7857768535614014,-1.0
craftdroid,union,empty,edit_distance,26.0,55.0,70.0,80.0,83.0,0.4624617133627146,2.040470838546753,-1.0
craftdroid,intersection,empty,edit_distance,30.0,59.0,69.0,79.0,87.0,0.488389631357528,2.0257818698883057,-1.0
craftdroid,craftdroid,empty,edit_distance,26.0,55.0,72.0,81.0,84.0,0.4662452382669292,2.0457961559295654,-1.0
craftdroid,atm,empty,edit_distance,32.0,59.0,71.0,79.0,87.0,0.4966819137877415,2.298611879348755,-1.0
custom,union,empty,edit_distance,48.0,71.0,82.0,92.0,98.0,0.6020785826671676,1.8250072002410889,-1.0
custom,intersection,empty,edit_distance,42.0,70.0,80.0,87.0,92.0,0.5713803626962572,1.7997419834136963,-1.0
custom,craftdroid,empty,edit_distance,44.0,70.0,80.0,89.0,96.0,0.5827892864290454,1.7902257442474365,-1.0
custom,atm,empty,edit_distance,43.0,73.0,87.0,94.0,99.0,0.5912737627926116,1.7888808250427246,-1.0
atm_0,union,empty,edit_distance,25.0,54.0,69.0,82.0,85.0,0.4659854456421688,1.8096048831939697,-1.0
atm_0,intersection,empty,edit_distance,34.0,68.0,80.0,90.0,93.0,0.5455372560250435,1.7839300632476807,-1.0
atm_0,craftdroid,empty,edit_distance,20.0,53.0,69.0,81.0,87.0,0.4443523038797168,1.8044991493225098,-1.0
atm_0,atm,empty,edit_distance,41.0,71.0,79.0,93.0,98.0,0.5777709483743492,1.7825961112976074,-1.0
adaptdroid_0,union,empty,edit_distance,25.0,38.0,52.0,63.0,68.0,0.40425603803921595,1.8078060150146484,-1.0
adaptdroid_0,intersection,empty,edit_distance,25.0,42.0,52.0,63.0,67.0,0.40872371326513507,1.7795770168304443,-1.0
adaptdroid_0,craftdroid,empty,edit_distance,25.0,38.0,50.0,61.0,67.0,0.4010755655471722,1.8621528148651123,-1.0
adaptdroid_0,atm,empty,edit_distance,29.0,44.0,57.0,68.0,71.0,0.43753242945905213,1.7804961204528809,-1.0
